Suma de ID_Venta,Suma de ID_Detalle,ID_Producto,ID_Cliente,ID_Vendedor,ID_Sucursal,ID_Pago,ID_Tiempo,Cantidad_Vendida,Total_Ventas,Suma de Precio_Unitario,Suma de Subtotal
103,4180,12,559,17,4,1,360,3,439.9,46.75,140.25
105,12868,17,1000,84,10,3,213,98,3447.66,123.92,12144.16
105,11319,29,1000,84,10,3,213,89,3447.66,62.72,5582.08
106,19032,26,471,69,7,2,69,46,4174.93,100.45,4620.7
106,10419,30,471,69,7,2,69,13,4174.93,488.65,6352.45
107,5869,8,895,47,3,2,42,23,4394.58,354.37,8150.51
107,387,23,895,47,3,2,42,92,4394.58,186.89,17193.88
108,16304,8,766,27,6,3,216,38,2781.92,407.91,15500.58
108,2458,18,766,27,6,3,216,43,2781.92,494.37,21257.91
111,13874,2,950,81,12,1,302,65,372.41,498.39,32395.35
111,15534,6,950,81,12,1,302,57,372.41,255.06,14538.42
111,15262,14,950,81,12,1,302,34,372.41,100.91,3430.94
112,9822,17,889,51,4,1,130,77,2584.44,346.24,26660.48
113,2070,7,478,61,9,3,177,23,1701.21,31.32,720.36
114,16229,2,284,40,6,1,363,46,4573.37,308.42,14187.32
115,2278,10,73,88,10,1,261,100,2165.06,373.45,37345
116,13981,29,457,99,12,3,181,1,3352.02,497.15,497.15
117,5703,23,497,96,10,2,281,65,2406.01,59.17,3846.05
118,18222,9,795,79,9,1,213,65,3676.22,302.17,19641.05
118,14960,23,795,79,9,1,213,30,3676.22,186.98,5609.4
118,15463,26,795,79,9,1,213,40,3676.22,112.91,4516.4
119,12792,15,468,42,7,3,10,5,1268.84,84.8,424
119,14188,19,468,42,7,3,10,51,1268.84,339.62,17320.62
119,12195,28,468,42,7,3,10,16,1268.84,393.6,6297.6
120,9424,30,480,34,2,3,135,50,2229.72,286.14,14307
125,18522,1,380,6,9,3,12,72,1883.04,329.63,23733.36
128,5542,13,776,36,11,2,327,82,1588.6,137.53,11277.46
129,2989,15,652,21,12,2,5,95,1088.63,51.29,4872.55
133,535,4,483,18,11,2,177,12,3035.96,262.32,3147.84
135,19362,13,792,1,4,2,228,25,365.03,268.15,6703.75
136,7547,8,962,81,11,2,18,95,4391.64,223.06,21190.7
138,13925,13,259,81,8,1,105,25,2988.86,264.02,6600.5
140,11340,3,992,68,6,3,74,47,2356.34,226.65,10652.55
141,15053,8,675,10,3,2,201,40,1774.17,307.96,12318.4
144,5964,13,365,57,6,2,263,58,2170.46,345.86,20059.88
144,16009,15,365,57,6,2,263,52,2170.46,322.2,16754.4
145,4543,11,333,70,1,2,16,44,3346.94,314.04,13817.76
147,13752,16,396,19,8,1,53,26,601.47,255.64,6646.64
147,15526,22,396,19,8,1,53,83,601.47,74.49,6182.67
149,9067,16,943,92,5,3,292,76,1577.07,50.04,3803.04
150,16510,24,518,32,2,2,75,25,2708.85,49.88,1247
153,16079,3,2,72,8,2,24,49,1386.34,444.15,21763.35
155,6671,24,735,62,8,3,50,47,1150.48,264.96,12453.12
156,18904,13,415,81,7,1,225,73,4063.03,69.73,5090.29
156,539,17,415,81,7,1,225,25,4063.03,392.15,9803.75
157,6975,30,249,80,5,3,310,47,4383.63,441.05,20729.35
158,6193,19,567,16,7,2,36,8,3651.31,130.64,1045.12
160,6331,6,503,56,10,2,96,7,4058.04,486.33,3404.31
160,10823,12,503,56,10,2,96,46,4058.04,170.31,7834.26
160,18861,18,503,56,10,2,96,38,4058.04,22.62,859.56
161,2324,7,219,40,5,3,118,87,1891.22,70.78,6157.86
161,2530,29,219,40,5,3,118,27,1891.22,265.39,7165.53
162,2957,6,308,85,3,1,113,32,4448.5,218.14,6980.48
166,4162,1,124,3,2,2,329,95,499.71,405.13,38487.35
166,11057,18,124,3,2,2,329,3,499.71,130.58,391.74
166,3718,24,124,3,2,2,329,45,499.71,216.99,9764.55
167,2186,22,531,93,8,2,111,99,2277.92,175.28,17352.72
168,19394,18,932,40,12,3,5,65,2611.13,317.72,20651.8
168,7846,23,932,40,12,3,5,16,2611.13,309.45,4951.2
169,9233,20,535,46,12,1,25,35,4029.84,306.31,10720.85
169,12234,24,535,46,12,1,25,17,4029.84,95.09,1616.53
170,8079,10,896,21,1,2,119,73,4698.21,380.41,27769.93
172,14092,3,402,1,7,1,304,42,4844.29,361.56,15185.52
172,22219,2,404,84,9,3,178,101,8047.36,254.77,18527.62
173,7857,21,27,9,4,3,196,80,3481.75,167.24,13379.2
174,16685,28,20,59,1,2,48,66,2075.74,35.01,2310.66
175,3664,16,510,57,5,2,43,79,1944.69,428.78,33873.62
175,1503,19,510,57,5,2,43,57,1944.69,114.25,6512.25
176,19260,23,466,80,9,2,360,60,4782.18,231.87,13912.2
177,6776,21,216,49,1,1,298,61,4110.96,332.36,20273.96
178,16348,3,905,30,5,3,130,45,1762.74,468.24,21070.8
178,7069,9,905,30,5,3,130,64,1762.74,216.9,13881.6
179,5838,28,781,18,12,1,364,49,821.27,53.26,2609.74
183,17029,2,962,52,11,2,6,33,1169.14,86.98,2870.34
184,16018,4,715,42,6,3,186,47,3858.97,43.91,2063.77
186,15386,8,958,42,3,2,335,60,480.73,49.42,2965.2
187,16569,11,807,15,8,3,329,10,3269.34,406.51,4065.1
188,17915,7,110,94,12,3,346,25,459.4,490.68,12267
190,10792,23,18,51,4,1,286,75,1416.65,215.39,16154.25
191,306,5,29,96,12,3,73,51,1249.02,41.59,2121.09
192,1581,7,775,63,2,1,235,24,2429.1,445.86,10700.64
192,3714,15,775,63,2,1,235,50,2429.1,315.51,15775.5
192,9749,18,775,63,2,1,235,61,2429.1,481.19,29352.59
196,11309,2,889,76,4,2,22,42,265.37,405.74,17041.08
196,4340,27,889,76,4,2,22,16,265.37,475.7,7611.2
196,17450,29,889,76,4,2,22,62,265.37,327.31,20293.22
198,7930,21,445,75,12,1,253,27,1765.6,196.32,5300.64
198,22249,16,667,85,3,1,293,51,6454.26,422.28,7962.1
199,17096,26,712,49,11,1,162,65,2652.05,329.21,21398.65
200,10143,8,719,20,1,2,16,99,1535.71,202.45,20042.55
200,10607,22,719,20,1,2,16,10,1535.71,135.85,1358.5
201,8806,4,414,90,5,3,45,81,2616.39,298.03,24140.43
203,1919,13,236,27,5,3,261,93,3048.42,428.89,39886.77
207,17076,20,359,50,12,2,63,32,458.72,478.41,15309.12
207,4928,28,359,50,12,2,63,39,458.72,351.61,13712.79
208,13287,10,915,60,2,2,227,38,1370.37,146.11,5552.18
208,3975,12,915,60,2,2,227,10,1370.37,404,4040
208,9692,16,915,60,2,2,227,67,1370.37,330.08,22115.36
208,2662,22,915,60,2,2,227,68,1370.37,464.17,31563.56
209,12937,11,894,29,2,1,251,70,4797.29,219.57,15369.9
209,7703,17,894,29,2,1,251,19,4797.29,373.38,7094.22
210,8264,8,705,61,4,1,257,17,3660.2,257.55,4378.35
211,19045,27,703,72,2,2,356,34,3261.59,16.54,562.36
212,904,15,631,92,5,3,28,80,2991.9,252.46,20196.8
213,3750,26,50,82,12,1,262,42,162.82,189.49,7958.58
215,15610,15,48,100,11,1,198,92,1387.54,82.92,7628.64
217,3245,20,117,43,3,3,92,57,444.24,170.31,9707.67
219,3492,1,980,35,8,1,147,40,3471.83,162.28,6491.2
219,18549,30,980,35,8,1,147,76,3471.83,287.86,21877.36
221,17160,12,428,25,9,1,351,69,2622.83,360.08,24845.52
222,15797,12,997,34,10,2,105,34,2491.7,200.4,6813.6
223,7415,29,175,67,1,2,203,48,3762.37,361.66,17359.68
224,1615,4,673,32,2,2,233,98,503.81,201.49,19746.02
224,8340,6,673,32,2,2,233,41,503.81,198.5,8138.5
226,19885,21,281,75,4,3,111,64,1312.84,39.98,2558.72
227,15871,4,558,55,8,3,230,20,2759.35,398.75,7975
229,10935,4,418,43,5,2,196,1,3137.46,173.37,173.37
233,5260,30,136,72,8,2,291,76,393.59,57.03,4334.28
234,5028,4,945,5,9,3,364,99,3321.39,252.51,24998.49
235,19911,26,997,17,10,3,76,23,1595.39,98.39,2262.97
236,19118,3,308,68,3,1,138,14,3211.43,164.78,2306.92
237,12,17,405,7,4,1,138,41,4582.74,165.37,6780.17
238,1772,1,815,63,11,1,139,65,4543.72,395.13,25683.45
239,3861,3,343,72,10,3,299,99,3879.68,465.37,46071.63
241,17819,18,327,55,7,3,355,11,3872.13,217.28,2390.08
243,7189,6,944,65,12,1,257,68,4632.89,268.79,18277.72
243,16827,25,944,65,12,1,257,92,4632.89,419.6,38603.2
245,7823,26,224,4,1,3,47,51,1667.58,233.14,11890.14
246,9972,4,258,47,4,3,334,32,1414.97,179.41,5741.12
246,14101,15,258,47,4,3,334,85,1414.97,341.49,29026.65
247,16760,17,506,47,7,3,364,62,3303.65,178.88,11090.56
248,11028,2,122,1,8,3,271,83,1866.25,466.93,38755.19
248,12329,18,122,1,8,3,271,75,1866.25,252.5,18937.5
248,4920,30,122,1,8,3,271,63,1866.25,325.36,20497.68
250,10925,26,676,18,7,3,228,24,4054.97,358.97,8615.28
251,17730,27,698,92,10,3,106,93,517.96,57.94,5388.42
254,21110,28,668,71,2,2,17,95,1153.7,157.29,7556.73
255,10471,23,860,29,6,2,138,80,103.32,268.37,21469.6
258,6071,6,475,74,4,3,164,79,1020.51,272.07,21493.53
259,333,27,4,13,7,1,81,92,4557.97,86.17,7927.64
260,3761,6,795,24,9,2,247,18,1924.29,22.74,409.32
262,2295,28,674,81,2,3,151,32,4149.19,28.12,899.84
263,6959,19,552,46,10,3,254,88,4231.96,242.54,21343.52
264,660,19,955,28,2,3,197,3,4332.73,270.27,810.81
266,14142,7,136,75,8,1,209,68,4705.93,369.18,25104.24
268,10859,3,233,43,5,3,12,1,4043.09,14.93,14.93
269,17731,21,975,67,10,2,40,15,3344.53,161.58,2423.7
271,1820,14,109,87,6,1,72,5,3845.95,387.6,1938
273,15541,24,538,5,6,2,69,7,4164.82,10.87,76.09
274,18742,22,9,79,6,2,32,73,1461.3,276.83,20208.59
274,3221,26,9,79,6,2,32,43,1461.3,152.6,6561.8
274,4122,27,9,79,6,2,32,80,1461.3,308.87,24709.6
275,8742,18,369,54,10,3,143,16,975.92,310.08,4961.28
276,6190,14,785,34,7,2,72,47,1470.7,382.99,18000.53
277,6957,11,96,58,12,3,87,13,957.74,330.21,4292.73
277,14237,21,96,58,12,3,87,77,957.74,401.36,30904.72
278,7747,2,352,74,5,2,236,33,2187.58,167.76,5536.08
278,12850,13,352,74,5,2,236,28,2187.58,161.12,4511.36
278,8103,14,352,74,5,2,236,21,2187.58,175.86,3693.06
279,12284,6,379,47,9,3,65,89,2616.92,485.24,43186.36
279,19456,11,379,47,9,3,65,10,2616.92,311,3110
279,16491,28,379,47,9,3,65,40,2616.92,419.83,16793.2
279,7068,29,379,47,9,3,65,47,2616.92,145.26,6827.22
280,12806,29,828,44,3,2,253,76,1983.85,49.24,3742.24
282,6422,7,946,12,11,2,222,92,3566.29,353.68,32538.56
283,19612,17,212,39,7,1,88,92,4577.89,356.55,32802.6
283,12438,23,212,39,7,1,88,69,4577.89,129.09,8907.21
285,16431,28,440,73,9,1,111,62,3801,316.48,19621.76
286,18691,21,396,19,8,2,153,86,4491.93,176.97,15219.42
286,8530,26,396,19,8,2,153,53,4491.93,427.11,22636.83
290,17648,29,91,47,3,3,282,81,3350.91,322.21,26099.01
295,14592,20,76,63,6,1,253,94,4369.67,21.73,2042.62
295,414,22,76,63,6,1,253,99,4369.67,27.65,2737.35
296,17182,2,402,12,7,3,182,99,1683.46,432.88,42855.12
296,6701,25,402,12,7,3,182,56,1683.46,422.83,23678.48
297,1482,2,767,6,3,2,51,100,2748.1,88.55,8855
297,12492,16,767,6,3,2,51,47,2748.1,183.08,8604.76
298,9149,15,811,96,7,1,166,100,2924.34,53.38,5338
299,15614,20,191,43,9,3,112,4,2574.71,392,1568
301,8012,25,675,51,3,2,37,9,2484.93,61.93,557.37
304,6330,3,699,50,11,2,199,53,2350.36,429.72,22775.16
304,2460,19,699,50,11,2,199,81,2350.36,224.97,18222.57
304,17747,20,699,50,11,2,199,7,2350.36,69.25,484.75
304,1706,27,699,50,11,2,199,67,2350.36,187.07,12533.69
304,10277,29,699,50,11,2,199,48,2350.36,482.46,23158.08
305,3859,1,885,14,2,1,198,98,3592.26,468.66,45928.68
306,15104,12,562,82,12,3,186,45,4136.71,495.52,22298.4
312,2955,15,8,12,12,1,258,38,2108.57,135.97,5166.86
313,1223,22,38,78,10,3,327,93,1462.23,366.61,34094.73
313,15588,24,38,78,10,3,327,42,1462.23,321.5,13503
314,604,3,311,36,10,1,167,56,282.31,291.44,16320.64
316,14699,9,989,16,8,2,98,10,2226.59,473.91,4739.1
317,12349,10,468,39,7,2,302,41,4701.39,307.03,12588.23
317,2674,19,468,39,7,2,302,89,4701.39,254.53,22653.17
318,10890,18,547,36,12,3,165,33,4227.01,85.91,2835.03
319,1317,6,367,17,1,2,333,42,2997.4,443.44,18624.48
320,15182,10,373,84,4,1,221,3,253.31,452.52,1357.56
321,11651,8,826,51,12,3,300,34,2849.95,369.33,12557.22
321,2754,10,826,51,12,3,300,32,2849.95,183.29,5865.28
321,9581,20,826,51,12,3,300,37,2849.95,487.34,18031.58
322,10590,10,955,50,2,2,30,71,479.57,200.04,14202.84
323,6243,7,435,5,11,3,92,18,2991.1,14.35,258.3
324,14074,1,811,78,7,1,353,34,1891.81,125.27,4259.18
324,10116,21,811,78,7,1,353,5,1891.81,231.7,1158.5
324,7295,23,811,78,7,1,353,34,1891.81,431.33,14665.22
325,965,28,456,8,11,3,161,15,3891.72,393.66,5904.9
326,311,12,712,14,11,2,317,90,3933.78,18.78,1690.2
328,8099,27,25,92,6,3,289,48,3313.5,491.41,23587.68
329,16202,5,830,29,5,2,248,70,4778.31,204.03,14282.1
331,15952,1,880,46,12,2,81,98,4751.53,22.04,2159.92
331,18069,21,880,46,12,2,81,2,4751.53,417.31,834.62
332,14453,14,124,3,2,2,329,110,999.42,797.16,45606.36
333,15618,4,987,75,5,2,40,74,815.08,54.68,4046.32
333,13933,23,987,75,5,2,40,44,815.08,382.59,16833.96
334,14208,1,884,3,4,1,247,44,4824.13,75.88,3338.72
334,17799,30,884,3,4,1,247,26,4824.13,51.54,1340.04
335,8605,25,274,21,12,3,167,6,972.98,30.14,180.84
336,4366,6,474,17,6,2,277,86,1616.34,203.02,17459.72
336,17188,13,474,17,6,2,277,80,1616.34,367,29360
336,9545,20,474,17,6,2,277,41,1616.34,61.42,2518.22
336,16303,27,474,17,6,2,277,22,1616.34,166.02,3652.44
340,11378,28,392,33,9,2,347,22,3735.87,41.25,907.5
341,4549,8,578,80,9,1,265,65,1334.69,200.83,13053.95
341,3167,28,578,80,9,1,265,78,1334.69,357.76,27905.28
343,8519,9,850,37,6,2,328,24,1271.62,298.97,7175.28
343,16955,12,850,37,6,2,328,80,1271.62,140.85,11268
344,23741,7,402,1,7,1,304,74,9688.58,398.16,17002.08
344,19213,15,560,24,6,1,228,81,2450.59,255,20655
345,11121,30,907,33,12,1,240,29,275.62,475.43,13787.47
346,8873,3,973,94,3,2,90,97,1784.56,316.88,30737.36
347,3025,1,120,41,1,2,46,54,4450.36,68.21,3683.34
347,12672,24,120,41,1,2,46,52,4450.36,52.69,2739.88
348,18817,16,544,42,6,3,128,85,2370.06,13.46,1144.1
352,5027,11,442,6,4,2,94,42,3220.98,129.55,5441.1
352,3959,25,442,6,4,2,94,46,3220.98,296.53,13640.38
354,15460,6,420,82,3,3,312,16,2914.95,163.27,2612.32
355,12693,22,259,29,8,2,73,73,978.91,93.78,6845.94
355,2552,30,259,29,8,2,73,36,978.91,150.55,5419.8
356,11489,24,285,48,4,3,8,70,2265.32,145.73,10201.1
357,9919,6,684,63,5,2,246,60,1764.4,65.07,3904.2
358,4510,6,727,91,8,3,185,58,701.16,452.81,26262.98
358,8372,15,727,91,8,3,185,59,701.16,193.2,11398.8
358,11639,23,727,91,8,3,185,49,701.16,30.6,1499.4
358,8384,24,727,91,8,3,185,39,701.16,470.62,18354.18
359,14794,4,887,69,8,3,190,79,1793.68,281.17,22212.43
359,18856,5,887,69,8,3,190,50,1793.68,353.24,17662
360,19188,14,849,38,5,1,358,116,2845.26,576.7,32539.64
361,11506,2,213,41,9,2,181,54,2057.37,401.06,21657.24
364,10207,9,994,51,7,1,140,82,2230.16,376.55,30877.1
364,15291,20,994,51,7,1,140,94,2230.16,457.36,42991.84
364,16757,22,994,51,7,1,140,90,2230.16,122.4,11016
366,3162,17,107,37,11,1,246,94,1282.13,282.23,26529.62
367,12978,28,840,77,10,2,56,31,757.53,484.81,15029.11
368,11199,20,394,21,10,1,165,52,1810.71,396.39,20612.28
369,11521,3,138,54,11,1,96,77,2824.3,115.51,8894.27
369,1251,16,138,54,11,1,96,9,2824.3,469.92,4229.28
369,11207,29,138,54,11,1,96,11,2824.3,209.67,2306.37
370,1954,7,172,88,7,1,64,10,4222.51,157.98,1579.8
376,5506,13,533,85,1,1,181,50,4071.04,114.29,5714.5
377,19475,6,428,59,9,1,198,60,490.24,417.04,25022.4
377,19052,8,428,59,9,1,198,68,490.24,164.23,11167.64
378,230,18,622,6,8,2,289,17,1103.33,454.28,7722.76
378,18756,26,622,6,8,2,289,67,1103.33,281.91,18887.97
379,14678,8,406,21,4,3,222,83,1121.27,37.14,3082.62
380,19917,16,371,66,3,2,59,48,2664.04,217.29,10429.92
382,17038,2,512,3,11,1,9,41,3518.44,258.5,10598.5
382,9256,22,512,3,11,1,9,8,3518.44,298.35,2386.8
382,266,25,512,3,11,1,9,37,3518.44,415.74,15382.38
383,18834,25,919,6,11,2,191,32,4931.86,255.67,8181.44
384,19128,1,3,39,9,1,157,98,4391.26,235.79,23107.42
384,1128,15,3,39,9,1,157,57,4391.26,308.22,17568.54
385,7523,20,21,23,3,2,330,28,4723.25,12.21,341.88
385,15222,26,21,23,3,2,330,58,4723.25,232.8,13502.4
387,17866,1,220,24,5,2,13,74,1555.41,58.26,4311.24
387,1744,5,220,24,5,2,13,54,1555.41,83.44,4505.76
388,14681,20,634,46,7,2,145,69,4523.58,21.03,1451.07
390,13639,20,930,70,7,2,205,95,819.7,305.92,29062.4
392,2703,7,442,14,4,3,260,1,2311.79,63.33,63.33
392,12488,25,442,14,4,3,260,70,2311.79,321.31,22491.7
395,4492,10,716,39,2,2,233,15,3109.81,483.02,7245.3
396,19839,8,6,83,1,1,195,69,1148.11,375.57,25914.33
396,1619,23,6,83,1,1,195,82,1148.11,430.57,35306.74
397,5744,30,830,12,5,2,174,44,788.08,382.9,16847.6
398,13321,30,465,36,7,3,221,55,2188.89,384.36,21139.8
400,8985,18,862,19,6,1,167,21,4862.14,228.05,4789.05
404,477,4,159,32,9,2,364,58,1400.51,74.28,4308.24
404,6922,6,159,32,9,2,364,93,1400.51,154.45,14363.85
404,17880,12,159,32,9,2,364,43,1400.51,88.46,3803.78
406,3988,4,180,68,10,1,151,44,615.27,253.86,11169.84
407,4502,20,405,94,4,1,99,51,654.32,304.52,15530.52
408,18257,16,526,97,11,2,100,3,3415.54,456.03,1368.09
408,5405,28,526,97,11,2,100,57,3415.54,59.96,3417.72
409,6859,2,285,14,4,3,338,11,4279.43,277.14,3048.54
409,376,20,285,14,4,3,338,67,4279.43,211.52,14171.84
410,8328,30,719,100,1,3,284,40,2625.02,497.68,19907.2
411,6722,12,717,13,12,1,63,36,2736.18,257.93,9285.48
412,11526,11,828,91,3,3,60,81,2647.72,225.74,18284.94
412,7994,24,828,91,3,3,60,77,2647.72,140.63,10828.51
412,1203,26,828,91,3,3,60,27,2647.72,185.39,5005.53
413,5173,12,667,42,3,1,168,57,520.69,274.6,15652.2
413,18182,13,667,42,3,1,168,90,520.69,95.63,8606.7
416,5221,6,998,49,4,2,228,48,730.03,230.28,11053.44
418,32482,26,894,29,2,1,251,152,9594.58,950.31,72249.4
419,5209,8,416,59,8,1,201,100,3565.47,359.22,35922
420,1708,4,862,29,6,1,208,6,1352.16,157.39,944.34
421,8703,5,357,75,12,2,358,32,2330.59,340.76,10904.32
421,1639,13,357,75,12,2,358,62,2330.59,71.59,4438.58
422,5295,30,768,2,2,2,320,95,4721.31,271.38,25781.1
424,11102,17,468,91,7,1,238,82,4580.51,301.33,24709.06
424,26979,13,631,92,5,3,28,174,5983.8,610.64,55486.08
425,4521,21,180,71,10,2,86,53,2338.65,381.17,20202.01
427,19815,13,490,80,8,2,170,58,4939.65,110,6380
429,17062,10,616,76,12,2,107,95,200.08,101.71,9662.45
429,9935,11,616,76,12,2,107,25,200.08,229.59,5739.75
429,1273,14,616,76,12,2,107,47,200.08,215.75,10140.25
430,18319,8,1,31,1,2,114,76,3977.39,468.93,35638.68
430,10552,11,1,31,1,2,114,18,3977.39,233.88,4209.84
